Ingredient code,Ingredient description,ingredient_clean,taxon_clean,Similarity,Level.code,taxon.food.description
4705,"Salad dressing, caesar, fat-free",salad free dressing caesar fat,fat salad free dressing,0.8,833,Fat free salad dressings
4706,"Dressing, honey mustard, fat-free",free dressing honey fat mustard,fat salad free dressing,0.649,833,Fat free salad dressings
4708,"Mayonnaise, reduced fat, with olive oil",reduced oil olive fat mayonnaise,oil olive,0.523,82104,Olive oil
4709,"Salad dressing, mayonnaise-type, light",salad type light dressing mayonnaise,light salad dressing,0.697,832,Light salad dressings
5000,"Chicken, broiler, rotisserie, BBQ, breast meat only",broiler chicken meat rotisserie bbq breast,chicken breast,0.569,2412,Chicken breast
5004,"Chicken, broilers or fryers, meat and skin and giblets and neck, roasted",broiler neck chicken meat skin roasted giblet fryer,chicken neck rib,0.535,2418,Chicken neck or ribs
5007,"Chicken, broilers or fryers, meat and skin, cooked, fried, batter",broiler batter cooked fried chicken meat skin fryer,cookie batter,0.513,53200,Cookie batter
5008,"Chicken, broilers or fryers, meat and skin, cooked, fried, flour",broiler cooked fried chicken flour meat skin fryer,broiled tomato fried,0.459,74202,Tomatoes broiled or fried
5009,"Chicken, broilers or fryers, meat and skin, cooked, roasted",broiler cooked chicken meat skin roasted fryer,chicken breast,0.478,2412,Chicken breast
5013,"Chicken, broilers or fryers, meat only, roasted",broiler chicken meat roasted fryer,chicken breast,0.504,2412,Chicken breast
5014,"Chicken, broilers or fryers, meat only, stewed",broiler chicken meat stewed fryer,chicken,0.461,241,Chicken
5015,"Chicken, broilers or fryers, skin only, raw",broiler chicken skin raw fryer,chicken,0.508,241,Chicken
5018,"Chicken, broilers or fryers, skin only, cooked, roasted",broiler cooked chicken skin roasted fryer,chicken breast,0.476,2412,Chicken breast
5022,"Chicken, broilers or fryers, giblets, cooked, simmered",broiler cooked chicken giblet fryer simmered,chicken,0.409,241,Chicken
5024,"Chicken, gizzard, all classes, cooked, simmered",cooked all gizzard chicken class simmered,chicken,0.403,241,Chicken
5027,"Chicken, liver, all classes, raw",raw all chicken class liver,liver,0.558,2511,Liver
5028,"Chicken, liver, all classes, cooked, simmered",cooked all chicken class liver simmered,liver,0.468,2511,Liver
5041,"Chicken, broilers or fryers, light meat, meat only, cooked, roasted",broiler light cooked chicken meat roasted fryer,chicken breast,0.46,2412,Chicken breast
5042,"Chicken, broilers or fryers, light meat, meat only, cooked, stewed",broiler light cooked chicken meat stewed fryer,chicken thigh,0.437,2415,Chicken thigh
5045,"Chicken, broilers or fryers, dark meat, meat only, cooked, roasted",dark broiler cooked chicken meat roasted fryer,chicken breast,0.466,2412,Chicken breast
5046,"Chicken, broilers or fryers, dark meat, meat only, cooked, stewed",dark broiler cooked chicken meat stewed fryer,chicken,0.438,241,Chicken
5047,"Chicken, broilers or fryers, separable fat, raw",broiler separable chicken fat raw fryer,chicken part,0.457,2410,Chicken NS as to part
5051,"Chicken, broilers or fryers, back, meat and skin, cooked, roasted",broiler back cooked chicken meat skin roasted fryer,chicken back,0.558,2417,Chicken back
5052,"Chicken, broilers or fryers, back, meat and skin, cooked, stewed",broiler back cooked chicken meat stewed skin fryer,chicken back,0.551,2417,Chicken back
5062,"Chicken, broiler or fryers, breast, skinless, boneless, meat only, raw",broiler skinless chicken meat boneless raw fryer breast,chicken breast,0.501,2412,Chicken breast
5063,"Chicken, broilers or fryers, breast, meat only, cooked, fried",broiler cooked fried chicken meat fryer breast,chicken breast,0.615,2412,Chicken breast
5064,"Chicken, broilers or fryers, breast, meat only, cooked, roasted",broiler cooked chicken meat roasted fryer breast,chicken breast,0.644,2412,Chicken breast
5069,"Chicken, broilers or fryers, drumstick, meat and skin, cooked, roasted",broiler cooked chicken drumstick meat skin roasted fryer,chicken drumstick,0.694,2414,Chicken drumstick
5073,"Chicken, broilers or fryers, dark meat, drumstick, meat only, cooked, roasted",dark broiler cooked chicken drumstick meat roasted fryer,chicken drumstick,0.684,2414,Chicken drumstick
5087,"Chicken, broilers or fryers, neck, meat and skin, cooked simmered",broiler neck cooked chicken meat skin fryer simmered,chicken neck rib,0.52,2418,Chicken neck or ribs
5091,"Chicken, broilers or fryers, thigh, meat and skin, raw",broiler thigh chicken meat skin raw fryer,chicken thigh,0.644,2415,Chicken thigh
5094,"Chicken, broilers or fryers, thigh, meat and skin, cooked, roasted",broiler thigh cooked chicken meat skin roasted fryer,chicken thigh,0.589,2415,Chicken thigh
5098,"Chicken, broilers or fryers, thigh, meat only, cooked, roasted",broiler thigh cooked chicken meat roasted fryer,chicken thigh,0.609,2415,Chicken thigh
5103,"Chicken, broilers or fryers, wing, meat and skin, cooked, roasted",broiler cooked chicken meat skin roasted wing fryer,chicken wing,0.539,2416,Chicken wing
5104,"Chicken, broilers or fryers, wing, meat and skin, cooked, stewed",broiler cooked chicken meat stewed skin wing fryer,chicken wing,0.539,2416,Chicken wing
5140,"Duck, domesticated, meat and skin, cooked, roasted",domesticated cooked meat duck skin roasted,veal roasted,0.421,2321,Veal roasted
5141,"Duck, domesticated, meat only, raw",domesticated meat duck raw,duck,0.424,243,Duck
5142,"Duck, domesticated, meat only, cooked, roasted",domesticated cooked meat duck roasted,veal roasted,0.442,2321,Veal roasted
5147,"Goose, domesticated, meat and skin, cooked, roasted",domesticated goose cooked meat skin roasted,goose,0.477,2431,Goose
5165,"Turkey, whole, meat and skin, raw",turkey whole meat skin raw,turkey,0.621,242,Turkey
5166,"Turkey, whole, meat and skin, cooked, roasted",turkey whole cooked meat skin roasted,turkey roast rolled,0.614,24204,Turkey rolled roast
5167,"Turkey, whole, meat only, raw",meat whole turkey raw,turkey,0.689,242,Turkey
5168,"Turkey, whole, meat only, cooked, roasted",turkey whole cooked meat roasted,turkey roast rolled,0.659,24204,Turkey rolled roast
5172,"Turkey, whole, giblets, cooked, simmered",turkey whole cooked giblet simmered,turkey,0.473,242,Turkey
5180,"Turkey from whole, neck, meat only, cooked, simmered",neck turkey whole cooked meat from simmered,turkey,0.47,242,Turkey
5182,"Turkey from whole, light meat, meat and skin, cooked, roasted",turkey light whole cooked meat skin roasted from,dark light meat turkey,0.617,24201,Turkey NS light or dark meat
5184,"Turkey, dark meat from whole, meat and skin, cooked, roasted",dark turkey whole cooked meat skin roasted from,turkey roast rolled,0.588,24204,Turkey rolled roast
5186,"Turkey, all classes, light meat, cooked, roasted",turkey light roasted all cooked meat class,dark light meat turkey,0.628,24201,Turkey NS light or dark meat
5188,"Turkey, from whole, dark meat, cooked, roasted",dark turkey whole cooked meat roasted from,turkey roast rolled,0.617,24204,Turkey rolled roast
5194,"Turkey, all classes, leg, meat and skin, cooked, roasted",turkey roasted all leg cooked meat skin class,turkey roast rolled,0.573,24204,Turkey rolled roast
5196,"Turkey, all classes, wing, meat and skin, cooked, roasted",turkey roasted all cooked meat skin class wing,wing turkey,0.565,24203,Turkey wing
5200,"Turkey, fryer-roasters, meat and skin, cooked, roasted",roaster turkey cooked meat skin roasted fryer,turkey roast rolled,0.619,24204,Turkey rolled roast
5220,"Turkey, breast, from whole bird, non-enhanced, meat only, roasted",breast turkey enhanced whole meat roasted from non bird,turkey roast rolled,0.506,24204,Turkey rolled roast
5228,"Turkey, wing, from whole bird, non-enhanced, meat only, roasted",turkey from enhanced whole meat roasted wing non bird,wing turkey,0.485,24203,Turkey wing
5306,"Ground turkey, cooked",turkey ground cooked,turkey,0.657,242,Turkey
5308,"Chicken, cornish game hens, meat and skin, cooked, roasted",hen cooked chicken meat cornish skin roasted game,chicken,0.472,241,Chicken
5310,"Chicken, cornish game hens, meat only, cooked, roasted",hen cooked chicken meat cornish roasted game,chicken,0.485,241,Chicken
5311,"Chicken, canned, no broth",chicken canned broth,chicken,0.665,241,Chicken
5314,"Chicken, broilers or fryers, breast, skinless, boneless, meat only, enhanced, raw",broiler enhanced skinless chicken meat boneless raw fryer breast,chicken breast,0.483,2412,Chicken breast
5319,"Chicken, broiler, rotisserie, BBQ, drumstick, meat only",broiler chicken drumstick meat rotisserie bbq,chicken drumstick,0.679,2414,Chicken drumstick
5324,"Chicken patty, frozen, cooked",chicken cooked patty frozen,chicken,0.578,241,Chicken
5334,"Chicken, broiler, rotisserie, BBQ, thigh, meat only",broiler thigh chicken meat rotisserie bbq,chicken thigh,0.571,2415,Chicken thigh
5335,"Chicken, feet, boiled",chicken foot boiled,chicken,0.64,241,Chicken
5342,"Chicken, broilers or fryers, breast, meat only, cooked, rotisserie, original seasoning",broiler original seasoning cooked chicken meat rotisserie fryer breast,chicken breast,0.508,2412,Chicken breast
5358,"Chicken, broiler, rotisserie, BBQ, breast meat and skin",broiler chicken meat skin rotisserie bbq breast,chicken breast,0.554,2412,Chicken breast
5359,"Chicken, broiler, rotisserie, BBQ, drumstick meat and skin",broiler chicken drumstick meat skin rotisserie bbq,chicken drumstick,0.662,2414,Chicken drumstick
5361,"Chicken, broiler, rotisserie, BBQ, thigh meat and skin",broiler thigh chicken meat skin rotisserie bbq,chicken thigh,0.554,2415,Chicken thigh
5362,"Chicken, broiler, rotisserie, BBQ, wing meat and skin",broiler bbq chicken meat skin rotisserie wing,chicken wing,0.501,2416,Chicken wing
5642,"Ostrich, ground, cooked, pan-broiled",pan cooked broiled ostrich ground,ostrich,0.536,2335,Ostrich
5671,"Chicken, broilers or fryers, dark meat, drumstick, meat only, cooked, braised",dark broiler cooked chicken drumstick meat braised fryer,chicken drumstick,0.67,2414,Chicken drumstick
5672,"Chicken, broilers or fryers, dark meat, thigh, meat only, cooked, braised",dark broiler thigh cooked chicken meat braised fryer,chicken thigh,0.566,2415,Chicken thigh
5676,"Chicken, broilers or fryers, dark meat, drumstick, meat and skin, cooked, braised",dark broiler cooked chicken drumstick meat braised skin fryer,chicken drumstick,0.655,2414,Chicken drumstick
5677,"Chicken, broilers or fryers, dark meat, thigh, meat and skin, cooked, braised",dark broiler thigh cooked chicken meat braised skin fryer,chicken thigh,0.55,2415,Chicken thigh
5695,"Turkey, enhanced, dark meat, meat only, cooked, roasted",dark turkey enhanced cooked meat roasted,dark light meat turkey,0.569,24201,Turkey NS light or dark meat
5697,"Turkey from whole, enhanced, light meat, meat only, cooked, roasted",turkey enhanced light whole cooked meat roasted from,dark light meat turkey,0.56,24201,Turkey NS light or dark meat
5699,"Turkey, enhanced, skin from whole, (light and dark), roasted",dark turkey enhanced light whole skin roasted from,dark light meat turkey,0.635,24201,Turkey NS light or dark meat
5701,"Turkey, enhanced, dark meat from whole, meat and skin, cooked, roasted",dark turkey enhanced whole cooked meat skin roasted from,turkey roast rolled,0.52,24204,Turkey rolled roast
5703,"Turkey from whole, enhanced, light meat, meat and skin, cooked, roasted",turkey enhanced light whole cooked meat skin roasted from,dark light meat turkey,0.544,24201,Turkey NS light or dark meat
5705,"Turkey, whole, enhanced, meat only, roasted",turkey enhanced whole meat roasted,turkey roast rolled,0.554,24204,Turkey rolled roast
5707,"Turkey, whole, enhanced, meat and skin, roasted",turkey enhanced whole meat skin roasted,turkey roast rolled,0.526,24204,Turkey rolled roast
5708,"Turkey, retail parts, enhanced, breast, meat only, raw",part turkey enhanced retail meat raw breast,tail turkey back,0.504,24205,Turkey tail or back
5725,"Turkey, drumstick, from whole bird, enhanced, meat only, roasted",turkey enhanced whole drumstick meat roasted from bird,drumstick turkey thigh,0.578,24202,Turkey drumstick or thigh
5727,"Turkey, retail parts, enhanced, breast, meat and skin, raw",part turkey enhanced retail meat skin raw breast,tail turkey back,0.491,24205,Turkey tail or back
5728,"Turkey, thigh, from whole bird, enhanced, meat only, roasted",turkey thigh enhanced whole meat roasted from bird,turkey roast rolled,0.474,24204,Turkey rolled roast
5730,"Turkey, wing, from whole bird, enhanced, meat only, roasted",turkey from enhanced whole meat roasted wing bird,wing turkey,0.497,24203,Turkey wing
5739,"Turkey, drumstick, from whole bird, meat only, roasted",turkey whole drumstick meat roasted from bird,drumstick turkey thigh,0.642,24202,Turkey drumstick or thigh
5741,"Turkey, thigh, from whole bird, meat only, roasted",turkey thigh whole meat roasted from bird,turkey roast rolled,0.534,24204,Turkey rolled roast
5743,"Turkey, retail parts, thigh, meat and skin, cooked, roasted",part turkey thigh retail cooked meat skin roasted,tail turkey back,0.516,24205,Turkey tail or back
5745,"Turkey, back, from whole bird, enhanced, meat and skin, roasted",turkey enhanced whole back meat skin roasted from bird,turkey roast rolled,0.477,24204,Turkey rolled roast
6001,"Soup, cream of asparagus, canned, condensed",of condensed soup cream canned asparagus,asparagus,0.611,75202,Asparagus
6004,"Soup, bean with pork, canned, condensed",condensed soup pork bean canned,condensed milk,0.635,1122,Milk condensed
6008,"Soup, beef broth or bouillon canned, ready-to-serve",bouillon serve soup beef ready canned broth,beef soup,0.479,2831,Beef soups
6009,"Soup, beef noodle, canned, condensed",condensed soup beef noodle canned,condensed milk,0.595,1122,Milk condensed
6010,"Soup, cream of celery, canned, condensed",of condensed soup celery cream canned,condensed milk,0.582,1122,Milk condensed
6011,"Soup, cheese, canned, condensed",condensed canned soup cheese,condensed milk,0.659,1122,Milk condensed
6013,"Soup, chicken broth, canned, condensed",condensed soup chicken canned broth,condensed milk,0.601,1122,Milk condensed
6015,"Soup, chicken, canned, chunky, ready-to-serve",serve soup chicken ready canned chunky,chicken,0.478,241,Chicken
6016,"Soup, cream of chicken, canned, condensed",of condensed soup chicken cream canned,condensed milk,0.611,1122,Milk condensed
6018,"Soup, chunky chicken noodle, canned, ready-to-serve",serve soup noodle chicken ready canned chunky,noodle,0.444,5611,Noodles
6019,"Soup, chicken noodle, canned, condensed",condensed soup chicken noodle canned,condensed milk,0.59,1122,Milk condensed
6022,"Soup, chicken rice, canned, chunky, ready-to-serve",serve soup rice chicken ready canned chunky,chicken,0.488,241,Chicken
6023,"Soup, chicken with rice, canned, condensed",condensed soup rice chicken canned,condensed milk,0.621,1122,Milk condensed
6024,"Soup, chicken and vegetable, canned, ready-to-serve",serve soup chicken ready vegetable canned,soup vegetable,0.656,756,Vegetable soups
6027,"Soup, clam chowder, manhattan style, canned, chunky, ready-to-serve",serve chunky soup style clam ready manhattan chowder canned,potato salad style german,0.359,71602,Potato salad German style
6029,"CAMPBELL'S, HEALTHY REQUEST, chicken with rice, condensed",condensed rice healthy request campbell chicken,condensed milk,0.421,1122,Milk condensed
6030,"Soup, clam chowder, new england, canned, condensed",condensed soup clam england new chowder canned,condensed milk,0.518,1122,Milk condensed
6039,"Soup, minestrone, canned, chunky, ready-to-serve",serve soup ready minestrone canned chunky,preserve,0.362,91402,Preserves
6040,"Soup, minestrone, canned, condensed",condensed canned soup minestrone,condensed milk,0.597,1122,Milk condensed
6043,"Soup, cream of mushroom, canned, condensed",of condensed soup mushroom cream canned,mushroom,0.624,75219,Mushrooms
6044,"Soup, mushroom with beef stock, canned, condensed",condensed soup beef stock mushroom canned,mushroom,0.575,75219,Mushrooms
6045,"Soup, onion, canned, condensed",onion condensed canned soup,condensed milk,0.648,1122,Milk condensed
6046,"Soup, cream of onion, canned, condensed",of condensed soup onion cream canned,condensed milk,0.611,1122,Milk condensed
6049,"Soup, pea, green, canned, condensed",condensed soup pea green canned,condensed milk,0.638,1122,Milk condensed
6050,"Soup, pea, split with ham, canned, chunky, ready-to-serve",serve soup pea ham split ready canned chunky,preserve,0.35,91402,Preserves
6053,"Soup, cream of potato, canned, condensed",of condensed soup potato cream canned,condensed milk,0.592,1122,Milk condensed
6067,"Soup, chunky vegetable, canned, ready-to-serve",serve soup ready vegetable canned chunky,soup vegetable,0.608,756,Vegetable soups
6068,"Soup, vegetarian vegetable, canned, condensed",condensed soup vegetarian vegetable canned,soup vegetable,0.7,756,Vegetable soups
6070,"Soup, chunky beef, canned, ready-to-serve",serve soup beef ready canned chunky,beef soup,0.481,2831,Beef soups
6071,"Soup, vegetable beef, canned, condensed",condensed soup beef vegetable canned,soup vegetable,0.633,756,Vegetable soups
6072,"Soup, vegetable with beef broth, canned, condensed",condensed soup beef vegetable canned broth,soup vegetable,0.598,756,Vegetable soups
6075,"Soup, beef broth or bouillon, powder, dry",bouillon dry soup powder beef broth,beef soup,0.495,2831,Beef soups
6101,"Soup, cream of vegetable, dry, powder",of dry soup powder cream vegetable,soup vegetable,0.697,756,Vegetable soups
6112,"Sauce, teriyaki, ready-to-serve",sauce teriyaki ready serve,preserve,0.392,91402,Preserves
6116,"Gravy, beef, canned, ready-to-serve",serve gravy beef ready canned,sauce beef gravy,0.592,2711,Beef in gravy or sauce
6119,"Gravy, chicken, canned or bottled, ready-to-serve",serve gravy bottled chicken ready canned,water bottled,0.466,940,Water not bottled
6122,"Gravy, mushroom, dry, powder",powder mushroom dry gravy,mushroom,0.699,75219,Mushrooms
6124,"Gravy, pork, dry, powder",pork powder dry gravy,gravy sauce pork,0.632,2712,Pork with gravy or sauce
6125,"Gravy, turkey, canned, ready-to-serve",serve turkey gravy ready canned,turkey,0.531,242,Turkey
6128,"Soup, chicken noodle, dry, mix",dry soup mix chicken noodle,noodle,0.606,5611,Noodles
6149,"Soup, chicken mushroom, canned, condensed",condensed soup chicken mushroom canned,mushroom,0.597,75219,Mushrooms
6150,"Sauce, barbecue",sauce barbecue,barbecue cocktail sauce steak,0.752,74406,Barbecue steak or cocktail sauce
6159,"Soup, tomato, canned, condensed",condensed canned soup tomato,instant canned soup tomato,0.668,74602,Tomato soup instant or canned
6164,"Sauce, salsa, ready-to-serve",sauce serve ready salsa,sauce chili salsa,0.688,74402,Chili sauce or salsa
6166,"Sauce, homemade, white, medium",medium sauce homemade white,roll homemade white,0.723,51151,Roll white homemade
6167,"Sauce, homemade, white, thick",sauce homemade white thick,roll homemade white,0.76,51151,Roll white homemade
6169,"Sauce, ready-to-serve, pepper, TABASCO",serve pepper tabasco ready sauce,pepper,0.553,75226,Peppers
6170,"Soup, stock, beef, home-prepared",soup beef prepared stock home,beef soup,0.545,2831,Beef soups
6172,"Soup, stock, chicken, home-prepared",soup prepared stock chicken home,chicken part,0.509,2410,Chicken NS as to part
6174,"Soup, stock, fish, home-prepared",soup prepared stock fish home,prepared milk soup vegetable,0.48,75611,Vegetable soup prepared with milk
6175,"Sauce, hoisin, ready-to-serve",sauce hoisin ready serve,preserve,0.454,91402,Preserves
6176,"Sauce, oyster, ready-to-serve",oyster sauce ready serve,oyster,0.668,26315,Oysters
6177,"Soup, minestrone, canned, reduced sodium, ready-to-serve",serve soup reduced ready minestrone sodium canned,reduced cheddar sodium,0.533,1411,Cheddar reduced sodium
6179,"Sauce, fish, ready-to-serve",sauce serve ready fish,sauce shellfish gravy fish,0.538,2715,Fish shellfish with gravy or sauce
6182,"Soup, cream of mushroom, canned, condensed, reduced sodium",of condensed soup reduced mushroom cream sodium canned,reduced fat cream sour,0.527,1233,Sour cream reduced fat
6183,"Soup, chicken broth, less/reduced sodium, ready to serve",serve soup chicken lessreduced ready sodium broth,reduced cheddar sodium,0.51,1411,Cheddar reduced sodium
6188,"Soup, beef broth, less/reduced sodium, ready to serve",serve soup beef lessreduced ready sodium broth,reduced cheddar sodium,0.507,1411,Cheddar reduced sodium
6189,"Sauce, teriyaki, ready-to-serve, reduced sodium",serve reduced ready sodium sauce teriyaki,reduced cheddar sodium,0.524,1411,Cheddar reduced sodium
6190,"Soup, bean & ham, canned, reduced sodium, prepared with water or ready-to-serve",serve soup bean reduced ham prepared water ready sodium canned,reduced cheddar sodium,0.551,1411,Cheddar reduced sodium
6192,"Split pea soup, canned, reduced sodium, prepared with water or ready-to serve",serve soup pea reduced prepared split water ready sodium canned,reduced cheddar sodium,0.521,1411,Cheddar reduced sodium
6193,"Split pea with ham soup, canned, reduced sodium, prepared with water or ready-to-serve",serve soup pea reduced ham prepared split water ready sodium canned,reduced cheddar sodium,0.517,1411,Cheddar reduced sodium
6194,"Soup, chicken broth, ready-to-serve",serve soup chicken ready broth,chicken,0.52,241,Chicken
6208,"Soup, chicken vegetable with potato and cheese, chunky, ready-to-serve",serve soup potato chicken ready vegetable cheese chunky,soup vegetable,0.547,756,Vegetable soups
6230,"Soup, clam chowder, new england, canned, prepared with equal volume low fat (2%) milk",equal milk soup low clam england volume prepared fat 2 new chowder canned,prepared milk soup vegetable,0.428,75611,Vegetable soup prepared with milk
6256,"Soup, cream of shrimp, canned, prepared with equal volume low fat (2%) milk",of equal milk soup volume prepared fat cream 2 low canned shrimp,prepared milk soup vegetable,0.482,75611,Vegetable soup prepared with milk
6402,"Soup, black bean, canned, prepared with equal volume water",equal soup bean volume prepared water black canned,bean black,0.449,41203,Black beans
6413,"Soup, chicken broth, canned, prepared with equal volume water",equal soup volume prepared chicken water canned broth,prepared milk soup vegetable,0.416,75611,Vegetable soup prepared with milk
6417,"Soup, chicken gumbo, canned, prepared with equal volume water",equal soup volume prepared chicken water gumbo canned,prepared milk soup vegetable,0.401,75611,Vegetable soup prepared with milk
6430,"Soup, clam chowder, new england, canned, prepared with equal volume water",equal soup clam england volume prepared water new chowder canned,prepared milk soup vegetable,0.368,75611,Vegetable soup prepared with milk
6443,"Soup, cream of mushroom, canned, prepared with equal volume water",of equal soup volume prepared water mushroom cream canned,mushroom,0.521,75219,Mushrooms
6449,"Soup, pea, green, canned, prepared with equal volume water",equal soup pea volume prepared green water canned,green pea,0.463,75224,Peas green
6456,"Soup, cream of shrimp, canned, prepared with equal volume water",of equal soup volume prepared water cream canned shrimp,of soup cream,0.46,75600,Soup cream of NS
6461,"Soup, tomato beef with noodle, canned, prepared with equal volume water",equal soup beef volume prepared noodle water tomato canned,noodle beef tomato,0.605,74604,Tomato with beef or noodles
6463,"Soup, tomato rice, canned, prepared with equal volume water",equal soup rice volume prepared water tomato canned,soup tomato,0.5,746,Tomato soups
6468,"Soup, vegetarian vegetable, canned, prepared with equal volume water",equal soup vegetarian prepared volume water vegetable canned,prepared milk soup vegetable,0.667,75611,Vegetable soup prepared with milk
6472,"Soup, vegetable with beef broth, canned, prepared with equal volume water",equal soup beef volume prepared water vegetable canned broth,prepared milk soup vegetable,0.611,75611,Vegetable soup prepared with milk
6475,"Soup, beef broth or bouillon, powder, prepared with water",bouillon soup powder beef prepared water broth,beef soup,0.459,2831,Beef soups
6480,"Soup, chicken broth or bouillon, dry, prepared with water",bouillon dry soup prepared chicken water broth,prepared milk soup vegetable,0.438,75611,Vegetable soup prepared with milk
6483,"Soup, cream of chicken, dry, mix, prepared with water",of dry soup mix prepared chicken water cream,of soup cream,0.571,75600,Soup cream of NS
6494,"Soup, onion, dry, mix, prepared with water",dry soup mix prepared onion water,prepared milk soup vegetable,0.507,75611,Vegetable soup prepared with milk
6498,"Soup, tomato, dry, mix, prepared with water",dry soup mix prepared water tomato,soup tomato,0.653,746,Tomato soups
6559,"Soup, tomato, canned, prepared with equal volume water, commercial",equal commercial soup volume prepared water tomato canned,soup tomato,0.474,746,Tomato soups
6583,"Soup, ramen noodle, any flavor, dry",dry soup flavor any noodle ramen,noodle,0.52,5611,Noodles
6584,"Soup, broccoli cheese, canned, condensed, commercial",condensed commercial soup broccoli canned cheese,broccoli,0.509,7220,Broccoli
6700,"Soup, vegetable broth, ready to serve",serve soup ready vegetable broth,soup vegetable,0.723,756,Vegetable soups
6749,"Soup, beef and vegetables, canned, ready-to-serve",serve soup beef ready vegetable canned,soup vegetable,0.695,756,Vegetable soups
6931,"Sauce, pasta, spaghetti/marinara, ready-to-serve",serve pasta spaghettimarinara ready sauce,sauce spaghetti,0.682,74404,Spaghetti sauce
6955,"Soup, cream of chicken, canned, condensed, reduced sodium",of condensed soup reduced chicken cream sodium canned,reduced cheddar sodium,0.555,1411,Cheddar reduced sodium
6956,"Soup, tomato, canned, condensed, reduced sodium",condensed soup reduced tomato sodium canned,instant canned soup tomato,0.562,74602,Tomato soup instant or canned
6957,"Gravy, brown instant, dry",instant dry brown gravy,tea instant from powdered,0.441,92305,Tea from powdered instant
6958,"Gravy, instant beef, dry",instant beef dry gravy,sauce beef gravy,0.59,2711,Beef in gravy or sauce
6959,"Gravy, instant turkey, dry",instant dry turkey gravy,turkey,0.562,242,Turkey
6961,"Sauce, peppers, hot, chili, mature red, canned",pepper mature chili red sauce canned hot,pepper,0.535,75226,Peppers
6963,Fish broth,broth fish,fish,0.669,26100,Fish NS
6968,"Soup, cream of mushroom, low sodium, ready-to-serve, canned",of serve soup mushroom cream sodium low ready canned,mushroom,0.581,75219,Mushrooms
6970,"Soup, chicken broth, low sodium, canned",soup chicken sodium low canned broth,cracker sodium low,0.574,542,Low sodium crackers
6971,"Sauce, worcestershire",sauce worcestershire,pasta sauce,0.319,58146,Pasta with sauce
6972,"Sauce, tomato chili sauce, bottled, with salt",salt chili bottled tomato sauce,sauce tomato,0.662,744,Tomato sauces
6976,"Sauce, pasta, spaghetti/marinara, ready-to-serve, low sodium",serve pasta spaghettimarinara ready sodium low sauce,sauce spaghetti,0.63,74404,Spaghetti sauce
6977,"Gravy, meat or poultry, low sodium, prepared",gravy poultry prepared meat sodium low,poultry sauce gravy,0.631,2714,Poultry with gravy or sauce
6980,"Soup, beef stroganoff, canned, chunky style, ready-to-serve",serve stroganoff soup style beef ready canned chunky,beef soup,0.372,2831,Beef soups
6981,"Soup, bouillon cubes and granules, low sodium, dry",bouillon dry soup cube sodium low granule,cracker sodium low,0.426,542,Low sodium crackers
7005,Blood sausage,sausage blood,sausage,0.736,2522,Sausages
7007,"Bologna, beef",bologna beef,beef,0.432,21,Beef
7008,"Bologna, beef and pork",pork bologna beef,pork,0.412,22,Pork
7013,"Bratwurst, pork, cooked",bratwurst cooked pork,pork,0.363,22,Pork
7014,"Braunschweiger (a liver sausage), pork",liver sausage pork braunschweiger,sausage,0.46,2522,Sausages
7016,"Cheesefurter, cheese smokie, pork, beef",pork beef smokie cheesefurter cheese,cheese,0.631,14,Cheeses
7019,"Chorizo, pork and beef",pork beef chorizo,pork,0.466,22,Pork
7022,"Frankfurter, beef, unheated",frankfurter beef unheated,frankfurter,0.793,2521,Frankfurters
7024,"Frankfurter, chicken",frankfurter chicken,frankfurter,0.879,2521,Frankfurters
7025,"Frankfurter, turkey",frankfurter turkey,frankfurter,0.872,2521,Frankfurters
7026,"Ham, chopped, canned",ham canned chopped,topping whipped,0.433,1222,Whipped toppings
7027,"Ham, chopped, not canned",ham canned chopped,topping whipped,0.433,1222,Whipped toppings
7028,"Ham, sliced, pre-packaged, deli meat (96%fat free, water added)",added deli pre ham free sliced water meat 96fat packaged,fat free cream ice,0.381,1316,Fat free ice cream
7029,"Ham, sliced, regular (approximately 11% fat)",regular 11 ham sliced fat approximately,salad dressing regular,0.293,831,Regular salad dressings
7031,Ham salad spread,salad ham spread,cheese spread,0.518,1442,Cheese spread
7034,"Headcheese, pork",headcheese pork,cheese,0.536,14,Cheeses
7038,"Knackwurst, knockwurst, pork, beef",pork knackwurst beef knockwurst,barley cereal cooked buckwheat,0.217,56200,Cereal cooked barley or buckwheat
7043,"Roast beef, deli style, prepackaged, sliced",prepackaged style deli beef roast sliced,bread style pita,0.388,51109,Bread pita style
7050,"Mortadella, beef, pork",beef mortadella pork,pork,0.421,22,Pork
7053,"Pate, chicken liver, canned",chicken liver canned pate,liver,0.59,2511,Liver
7057,"Pepperoni, beef and pork, sliced",beef pepperoni pork sliced,pepper,0.605,75226,Peppers
7058,"Pickle and pimiento loaf, pork",pickle pimiento pork loaf,beef pickled,0.454,21002,Beef pickled
7064,"Pork sausage, link/patty, cooked, pan-fried",pork pan cooked linkpatty fried sausage,sausage,0.479,2522,Sausages
7065,"Pork and beef sausage, fresh, cooked",pork beef cooked fresh sausage,sausage,0.632,2522,Sausages
7066,"Turkey sausage, reduced fat, brown and serve, cooked (include BUTTERBALL breakfast links turkey sausage)",serve turkey butterball reduced brown cooked fat include link breakfast sausage,tart breakfast,0.406,5353,Breakfast tart
7067,Poultry salad sandwich spread,poultry sandwich salad spread,poultry sandwich,0.828,2754,Poultry sandwiches
