Ingredient code,Ingredient description,ingredient_clean,taxon_clean,Similarity,Level.code,taxon.food.description
31023,"Sweet Potatoes, french fried, frozen as packaged, salt added in processing",processing salt added potato fried frozen french packaged sweet,potato fried sweet,0.556,7341,Sweet potato fried
31033,"Ginger root, pickled, canned, with artificial sweetener",ginger sweetener pickled root artificial canned,beef pickled,0.427,21002,Beef pickled
31034,"Peppers, hot pickled, canned",canned hot pepper pickled,pepper,0.628,75226,Peppers
31035,"Vegetable juice, BOLTHOUSE FARMS, DAILY GREENS",bolthouse green juice daily vegetable farm,juice mixed vegetable,0.472,7513,Mixed vegetable juice
31036,"Potatoes, mashed, ready-to-eat",potato eat ready mashed,potato mashed white,0.774,71501,White potato mashed
32002,"Rice and vermicelli mix, rice pilaf flavor, unprepared",rice mix pilaf vermicelli flavor unprepared,soybean vermicelli,0.489,41425,Soybean vermicelli
32006,"Taquitos, frozen, chicken and cheese, oven-heated",oven taquitos heated frozen chicken cheese,chicken,0.446,241,Chicken
32007,"Taquitos, frozen, beef and cheese, oven-heated",oven taquitos beef heated frozen cheese,cheese,0.431,14,Cheeses
32008,"Pasta mix, classic cheeseburger macaroni, unprepared",macaroni pasta mix classic unprepared cheeseburger,pasta salad macaroni,0.522,58148,Macaroni or pasta salad
32009,"Pasta mix, classic beef, unprepared",pasta mix beef classic unprepared,pasta,0.444,561,Pastas
32010,"Pasta mix, Italian lasagna, unprepared",italian pasta mix unprepared lasagna,lasagna,0.582,58130,Lasagna
32011,"Yellow rice with seasoning, dry packet mix, unprepared",dry packet rice yellow seasoning mix unprepared,rican seasoning ham puerto,0.454,7441,Puerto Rican seasoning with ham
32012,"Pizza rolls, frozen, unprepared",unprepared pizza roll frozen,pizza,0.621,58106,Pizza
32013,"Potsticker or wonton, pork and vegetable, frozen, unprepared",potsticker pork frozen unprepared wonton vegetable,potato pork vegetable,0.514,2742,Pork with vegetable no potatoes
32014,"Macaroni or noodles with cheese, made from reduced fat packaged mix, unprepared",macaroni reduced mix unprepared noodle made fat packaged from cheese,noodle cheese macaroni,0.637,58145,Macaroni or noodles with cheese
32015,"Turnover, cheese-filled, tomato-based sauce, frozen, unprepared",based filled frozen unprepared tomato turnover sauce cheese,based cheese sauce,0.556,1465,Cheese based sauce
32016,"Macaroni or noodles with cheese, microwaveable, unprepared",macaroni unprepared noodle microwaveable cheese,noodle cheese macaroni,0.666,58145,Macaroni or noodles with cheese
32024,"Rice mix, cheese flavor, dry mix, unprepared",dry rice mix flavor unprepared cheese,milk dry flavor,0.513,1184,Milk dry with flavors
32025,"Dumpling, potato- or cheese-filled, frozen",potato filled frozen dumpling cheese,dumpling,0.63,58112,Dumpling
32026,"Turnover, chicken- or turkey-, and vegetable-filled, reduced fat, frozen",turkey reduced filled frozen chicken fat turnover vegetable,turnover,0.544,53451,Turnover
32027,"Turnover, meat- and cheese-filled, tomato-based sauce, reduced fat, frozen",based reduced filled frozen fat meat tomato turnover sauce cheese,based cheese sauce,0.597,1465,Cheese based sauce
32028,"Turnover, filled with egg, meat and cheese, frozen",egg filled frozen meat turnover cheese,turnover,0.604,53451,Turnover
32029,"Rice mix, white and wild, flavored, unprepared",wild rice mix white unprepared flavored,fruit mix drink powdered flavored made from,0.485,9254,Fruit flavored drinks made from powdered mix
32031,"Salisbury steak with gravy, frozen",frozen salisbury gravy steak,soup plate gravy meal frozen shelfstable,0.394,28,Frozen and shelfstable plate meals soups and gravies
32032,"Sausage, egg and cheese breakfast biscuit",egg sausage breakfast biscuit cheese,sausage,0.538,2522,Sausages
33863,"Infant Formula, MEAD JOHNSON, ENFAMIL, Premium LIPIL, Infant, powder",johnson formula powder lipil mead infant premium enfamil,formula powder from infant,0.624,1172,Infant formula from powder
33866,"Infant formula, MEAD JOHNSON, ENFAMIL, ENFAGROW, GENTLEASE, Toddler, LIPIL, powder",johnson enfagrow toddler formula powder gentlease lipil mead infant enfamil,formula powder from infant,0.585,1172,Infant formula from powder
33867,"Infant formula, GERBER, GOOD START, PROTECT PLUS, powder",plus formula start powder protect good gerber infant,formula powder from infant,0.643,1172,Infant formula from powder
33868,"Infant Formula, GERBER GOOD START 2, GENTLE PLUS, powder",plus formula start powder good gerber 2 gentle infant,formula powder from infant,0.645,1172,Infant formula from powder
33870,"Infant formula, MEAD JOHNSON, ENFAMIL, ENFAGROW, Soy, Toddler, LIPIL, powder",johnson enfagrow toddler formula powder soy lipil mead infant enfamil,formula powder from infant,0.605,1172,Infant formula from powder
33871,"Infant formula, ABBOTT NUTRITION, SIMILAC, GO AND GROW, powder, with ARA and DHA",grow go formula powder similac dha ara nutrition infant abbott,formula powder from infant,0.619,1172,Infant formula from powder
33873,"Infant formula, MEAD JOHNSON, ENFAMIL, NUTRAMIGEN, AA LIPIL, powder, not reconstituted",johnson formula powder lipil aa reconstituted mead nutramigen infant enfamil,formula infant fluid reconstituted,0.635,117,Infant formulas fluid reconstituted
33874,"Infant formula, MEAD JOHNSON, ENFAMIL, Premature, 20 calories ready-to-feed Low iron",johnson calorie feed 20 iron formula ready low mead infant premature enfamil,formula powder from infant,0.503,1172,Infant formula from powder
33878,"Babyfood, GERBER, Banana with orange medley",banana orange medley gerber babyfood,banana baby,0.616,67105,Bananas baby food
36012,"Restaurant, family style, fried mozzarella sticks",style mozzarella restaurant stick fried family,mozzarella,0.596,141070,Mozzarella
36014,"Restaurant, family style, french fries",style restaurant fry french family,potato fry white french,0.437,71401,White potato french fries
36016,"Restaurant, family style, shrimp, breaded and fried",style restaurant fried breaded family shrimp,ham breaded fresh fried,0.498,2230,Ham fried breaded fresh
36017,"Restaurant, family style, macaroni & cheese, from kids' menu",style from macaroni restaurant kid menu family cheese,noodle cheese macaroni,0.491,58145,Macaroni or noodles with cheese
36033,"Restaurant, family style, fish fillet, battered or breaded, fried",battered style restaurant fried breaded fish family fillet,ham breaded fresh fried,0.483,2230,Ham fried breaded fresh
36035,"Restaurant, family style, coleslaw",family style restaurant coleslaw,coleslaw salad celery cabbage,0.425,75141,Cabbage salad or coleslaw or celery
36037,"Restaurant, family style, chili with meat and beans",style restaurant bean chili meat family,bread style pita,0.422,51109,Bread pita style
36041,"Restaurant, Italian, lasagna with meat",italian meat lasagna restaurant,lasagna,0.605,58130,Lasagna
36403,"Restaurant, Latino, empanadas, beef, prepared",empanadas restaurant latino beef prepared,empanada,0.6,53453,Empanada
36409,"Restaurant, Latino, pupusas con queso (pupusas, cheese)",con restaurant pupusas latino queso cheese,queso cheese,0.564,1413,Queso cheeses
36410,"Restaurant, Latino, pupusas del cerdo (pupusas, pork)",restaurant pork pupusas latino del cerdo,pupusa fajita,0.384,58105,Fajita pupusa
36411,"Restaurant, Latino, tamale, corn",latino corn tamale restaurant,tamale,0.542,58103,Tamale
36412,"Restaurant, Latino, tamale, pork",pork latino tamale restaurant,tamale,0.544,58103,Tamale
36417,"Restaurant, Mexican, spanish rice",mexican spanish restaurant rice,mexican cheese blend,0.485,1412,Cheese Mexican blend
36418,"Restaurant, Mexican, refried beans",bean mexican refried restaurant,mexican pinto bean red calico,0.537,41104,Pinto calico or red Mexican beans
36602,"Restaurant, Chinese, fried rice, without meat",chinese restaurant rice without fried meat,potato without fried white skin cheese,0.543,71410,White potato skins fried with or without cheese
36603,"Restaurant, Chinese, beef and vegetables",chinese beef restaurant vegetable,beef starch vegetable,0.612,2731,Beef with starch and vegetable
36618,"Restaurant, Chinese, general tso's chicken",chinese restaurant chicken tsos general,chicken,0.484,241,Chicken
36619,"Restaurant, Chinese, kung pao chicken",chinese restaurant pao chicken kung,chicken,0.487,241,Chicken
36621,"Restaurant, Chinese, sweet and sour chicken",chinese restaurant sour chicken sweet,chicken,0.51,241,Chicken
36624,"Restaurant, Chinese, vegetable chow mein, without meat or noodles",chinese chow restaurant without mein noodle meat vegetable,soup pasta noodle meat vegetable,0.593,7565,Vegetable soup with meat pasta or noodles
36625,"Restaurant, Chinese, vegetable lo mein, without meat",chinese lo restaurant without mein meat vegetable,baby meat vegetable,0.498,766,Vegetables with meat baby food
36626,"Restaurant, Chinese, chicken and vegetables",chinese chicken restaurant vegetable,chicken,0.516,241,Chicken
36629,"Restaurant, Chinese, orange chicken",chicken chinese orange restaurant,chicken,0.518,241,Chicken
36633,"Restaurant, Chinese, sesame chicken",sesame chinese chicken restaurant,sesame,0.54,91742,Sesame
42040,"Syrups, grenadine",grenadine syrup,thin syrup,0.512,91301,Thin syrups
42055,"Fruit-flavored drink, dry powdered mix, low calorie, with aspartame",fruit dry aspartame mix drink flavored low calorie powdered,fruit mix drink powdered flavored made from,0.738,9254,Fruit flavored drinks made from powdered mix
42074,"Frozen novelties, ice cream type, vanilla ice cream, light, no sugar added, chocolate coated",added type light novelty coated frozen sugar ice cream chocolate vanilla,pie chocolate cream,0.478,53342,Pie chocolate cream
42116,"Creamy dressing, made with sour cream and/or buttermilk and oil, reduced calorie",andor reduced buttermilk creamy dressing oil sour made cream calorie,reduced fat cream sour,0.586,1233,Sour cream reduced fat
42117,"Imitation cheese, american or cheddar, low cholesterol",american cheddar low imitation cheese cholesterol,imitation cheese,0.659,145,Imitation cheeses
42119,"Babyfood, banana juice with low fat yogurt",banana yogurt juice fat babyfood low,banana baby,0.648,67105,Bananas baby food
42120,"Babyfood, mixed fruit juice with low fat yogurt",fruit yogurt juice fat babyfood low mixed,fruit juice baby,0.621,67,Fruits and juices baby food
42128,"Turkey ham, sliced, extra lean, prepackaged or deli-sliced",prepackaged turkey lean deli ham sliced extra,turkey,0.394,242,Turkey
42131,"Milk dessert, frozen, milk-fat free, chocolate",milk dessert free frozen fat chocolate,dessert milk frozen,0.783,131,Milk desserts frozen
42135,"Whipped topping, frozen, low fat",topping whipped frozen fat low,topping whipped,0.836,1222,Whipped toppings
42136,"Cream substitute, powdered, light",light powdered cream substitute,powdered cream substitute,0.906,1223,Cream substitutes powdered
42139,"Granola bar, soft, milk chocolate coated, peanut butter",granola milk peanut soft coated butter bar chocolate,butter chocolate cookie,0.615,53244,Cookie butter with chocolate
42140,"Salad dressing, italian dressing, reduced calorie",italian salad reduced dressing calorie,salad dressing,0.637,83,Salad dressings
42141,"Cream substitute, liquid, light",light cream liquid substitute,cream substitute,0.754,12,Creams and cream substitutes
42148,"Candies, MARS SNACKFOOD US, M&M's Peanut Butter Chocolate Candies",peanut snackfood candy mar butter u chocolate mm,butter peanut candy,0.671,91734,Peanut butter candy
42150,"Babyfood, apple yogurt dessert, strained",dessert strained yogurt babyfood apple,baby yogurt,0.605,1148,Yogurt baby food
42151,"Vegetable oil-butter spread, reduced calorie",reduced oil butter vegetable calorie spread,reduced roll calorie white,0.593,51152,Roll white reduced calorie
42155,"Cheese, monterey, low fat",monterey fat cheese low,monterey,0.781,141062,Monterey
42157,"Creamy dressing, made with sour cream and/or buttermilk and oil, reduced calorie, fat-free",andor reduced buttermilk creamy dressing oil sour free made fat cream calorie,reduced fat cream sour,0.618,1233,Sour cream reduced fat
42161,"Bologna, beef, low fat",bologna fat beef low,beef,0.398,21,Beef
42173,"Turkey and pork sausage, fresh, bulk, patty or link, cooked",turkey pork cooked link fresh patty sausage bulk,turkey,0.472,242,Turkey
42183,"Candies, MARS SNACKFOOD US, TWIX chocolate fudge cookie bars",snackfood candy mar bar u fudge chocolate cookie twix,fudge chocolate cookie,0.708,53207,Cookie chocolate or fudge
42185,"Frozen yogurts, chocolate, nonfat milk, sweetened without sugar",milk nonfat without sweetened yogurt frozen sugar chocolate,yogurt frozen,0.551,1145,Yogurt frozen NS
42186,"Frozen yogurts, chocolate",yogurt chocolate frozen,yogurt frozen,0.817,1145,Yogurt frozen NS
42187,"Frozen yogurts, flavors other than chocolate",yogurt flavor frozen other chocolate than,flavored yogurt frozen,0.728,1146,Yogurt frozen flavored
42189,"Milk, buttermilk, fluid, cultured, reduced fat",milk reduced buttermilk fat cultured fluid,buttermilk,0.646,1117,Buttermilk
42190,"Pork sausage rice links, brown and serve, cooked",serve pork rice brown cooked link sausage,sausage,0.517,2522,Sausages
42192,"Salad dressing, blue or roquefort cheese dressing, fat-free",salad free dressing fat roquefort cheese blue,fat salad free dressing,0.639,833,Fat free salad dressings
42193,"Salad Dressing, mayonnaise-like, fat-free",salad free dressing fat like mayonnaise,fat salad free dressing,0.681,833,Fat free salad dressings
42196,"Candies, MARS SNACKFOOD US, MILKY WAY Midnight Bar",snackfood candy mar midnight way bar u milky,mix snack,0.328,54420,Snack mix
42200,Papad,papad,papaya,0.572,63133,Papaya
42204,"Rice cake, cracker (include hain mini rice cakes)",mini cracker rice cake hain include,rice cracker,0.592,54318,Cracker rice
42227,"Candies, MARS SNACKFOOD US, M&M's Almond Chocolate Candies",snackfood almond candy mar u chocolate mm,chocolate candy,0.624,91746,Chocolate candy
42230,"Salad Dressing, coleslaw dressing, reduced fat",salad reduced dressing fat coleslaw,fat oil dressing salad,0.672,8,Fats Oils and Salad Dressings
42231,"Oil, flaxseed, cold pressed",cold oil flaxseed pressed,flaxseed cottonseed,0.645,82103,Cottonseed or flaxseed
42235,"Cheese, cottage, lowfat, 1% milkfat, lactose reduced",lowfat reduced milkfat lactose cottage 1 cheese,lowfat cheese cottage,0.712,14204,Cheese cottage lowfat
42236,"Cereals ready-to-eat, frosted oat cereal with marshmallows",cereal marshmallow oat eat ready frosted,cereal marshmallow cookie rice,0.73,53226,Cookie marshmallow with rice cereal
42237,"Cereals ready-to-eat, WEETABIX whole grain cereal",whole cereal weetabix eat ready grain,cereal eat ready,0.614,571,Ready to eat cereals
42240,"Cereals ready-to-eat, POST, HONEY BUNCHES OF OATS, with almonds",of bunch almond cereal post oat honey eat ready,cereal eat ready,0.552,571,Ready to eat cereals
42259,"Snacks, popcorn, home-prepared, oil-popped, unsalted",popped oil prepared popcorn home unsalted snack,popcorn,0.614,54403,Popcorn
42261,"Cereals ready-to-eat, POST, GREAT GRAINS Crunchy Pecan Cereal",pecan cereal post eat ready great crunchy grain,cereal eat ready,0.631,571,Ready to eat cereals
42265,"Cereals ready-to-eat, POST, GREAT GRAINS, Raisin, Date & Pecan",pecan cereal post raisin eat ready great date grain,cereal eat ready,0.62,571,Ready to eat cereals
42266,"Babyfood, juice, apple-sweet potato",potato juice babyfood apple sweet,potato sweet,0.629,734,Sweet potatoes
42267,"Babyfood, juice, orange-carrot",juice orange carrot babyfood,juice carrot,0.685,73105,Carrot juice
42272,"Snacks, granola bar, with coconut, chocolate coated",granola coconut snack coated bar chocolate,cake chocolate,0.607,53105,Cake chocolate
42278,"Babyfood, vegetable and brown rice, strained",rice strained brown babyfood vegetable,vegetable brown rice,0.775,58161,Rice brown with vegetables
42279,"Babyfood, peas and brown rice",brown pea babyfood rice,vegetable brown rice,0.568,58161,Rice brown with vegetables
42280,"Frankfurter, meat and poultry, low fat",poultry fat meat low frankfurter,frankfurter,0.758,2521,Frankfurters
42283,"Snacks, potato chips, white, restructured, baked",restructured chip potato white baked snack,potato baked white,0.634,71101,White potatoes baked
42284,"Babyfood, baked product, finger snacks cereal fortified",fortified cereal product finger baked babyfood snack,salty grain from product snack,0.476,544,Salty snacks from grain products
42285,"Babyfood, cereal, brown rice, dry, instant",instant dry rice cereal brown babyfood,baby cereal,0.521,578,Cereals baby food
42290,"Milk, fluid, nonfat, calcium fortified (fat free or skim)",milk fortified calcium nonfat free fat skim fluid,fluid milk nonfat,0.655,1114,Milk fluid nonfat
42297,"Cereals ready-to-eat, POST GREAT GRAINS Banana Nut Crunch",banana nut cereal post eat ready great grain crunch,cereal eat ready,0.596,571,Ready to eat cereals
